#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 8671.000000 -0.142538 1.331294 49.783877
 8671.200000 0.242363 1.524567 45.365983
 8671.400000 1.061847 1.173638 47.939963
 8671.600000 1.824142 0.452843 28.904167
 8671.800000 1.777785 -0.123041 40.738290
 8672.000000 0.941755 -0.336257 78.469432
 8672.200000 0.574379 -0.886514 67.355808
 8672.400000 0.415444 -1.418615 59.839348
 8672.600000 0.725942 -1.579500 69.780985
 8672.800000 1.069203 -2.048797 67.391116
 8673.000000 0.927440 -2.093703 67.294575
 8673.200000 0.799176 -2.168357 64.409792
 8673.400000 0.831971 -2.374131 62.641861
 8673.600000 0.325056 -2.443106 37.969026
 8673.800000 1.224687 -2.184761 62.327713
 8674.000000 1.494111 -1.778522 55.973578
 8674.200000 0.924394 -1.318055 76.969053
 8674.400000 0.626539 -0.549305 69.504877
 8674.600000 1.327573 -0.196043 69.301999
 8674.800000 1.939868 0.388626 24.731106
 8675.000000 0.885352 1.083161 54.582169
 8675.200000 0.941148 1.373775 45.222403
 8675.400000 0.087146 1.706106 43.680386
 8675.600000 -0.655450 1.700503 66.713822
 8675.800000 -1.776477 2.002508 79.897458
 8676.000000 -2.625669 1.692664 73.818041
 8676.200000 -3.108432 1.640557 56.830187
 8676.400000 -2.602344 2.116538 80.880179
 8676.600000 -1.540964 2.666650 82.383253
 8676.800000 -0.511810 2.861058 44.796807
 8677.000000 -0.839017 3.110334 53.336312
 8677.200000 -1.478945 -2.824024 64.347371
 8677.400000 -1.766515 3.129003 76.282567
 8677.600000 -2.546417 2.562982 86.339741
 8677.800000 -3.077465 1.780797 60.755141
 8678.000000 -3.013696 1.623590 61.159655
 8678.200000 -2.876491 0.648905 61.316263
 8678.400000 -3.037605 0.253349 52.114856
 8678.600000 -2.831907 0.094909 60.659025
 8678.800000 -2.323017 -0.262019 66.624273
 8679.000000 -1.623575 -0.219752 73.511281
 8679.200000 -0.473709 -0.522058 59.523212
 8679.400000 0.034178 -0.665645 52.215958
 8679.600000 1.098124 -0.880402 80.097491
 8679.800000 1.169268 -0.722720 79.202809
 8680.000000 1.084862 -0.534039 79.786929
 8680.200000 0.287952 -0.403205 56.012632
 8680.400000 -0.458756 -0.308079 58.517403
 8680.600000 -1.907111 0.201829 74.439101
 8680.800000 -2.693807 0.587957 67.527232
 8681.000000 2.694970 0.830297 24.105263
 8681.200000 -2.919575 1.006898 60.743994
 8681.400000 -1.890730 1.772682 78.296055
 8681.600000 -0.782685 2.034210 72.171722
 8681.800000 0.168163 2.054792 34.193614
 8682.000000 -0.189428 2.295708 42.423709
 8682.200000 -1.187908 2.133794 81.517341
 8682.400000 -2.015752 1.561280 76.799632
 8682.600000 -2.646358 0.774722 69.124768
 8682.800000 3.139664 0.004520 47.006570
 8683.000000 -2.857235 -0.603107 61.473055
 8683.200000 -2.668562 -1.330219 59.040419
 8683.400000 -2.605003 -2.037628 60.255591
 8683.600000 3.052191 2.962826 68.196102
 8683.800000 2.935641 1.953084 49.681338
 8684.000000 -2.570777 0.800378 70.663678
 8684.200000 -1.346797 -0.359333 74.598110
 8684.400000 -0.220339 -1.213731 49.039688
 8684.600000 0.832929 -1.849027 69.318032
 8684.800000 1.834989 -2.236661 33.810818
 8685.000000 2.259932 -2.582949 25.204101
 8685.200000 -2.908237 -3.102807 79.040393
 8685.400000 -1.750291 2.492320 81.836984
 8685.600000 -1.031543 1.751719 78.450517
 8685.800000 -0.745966 0.554679 66.465089
 8686.000000 -1.443659 -0.302004 74.660115
 8686.200000 -1.641933 -1.345309 52.443907
 8686.400000 -1.966283 -2.227086 57.198042
 8686.600000 -2.698585 3.116055 83.722119
 8686.800000 3.093468 2.236141 64.758192
 8687.000000 -2.892744 1.342900 63.448522
 8687.200000 -1.787961 0.755340 80.354165
 8687.400000 -0.557580 -0.059492 60.813700
 8687.600000 -0.479175 -0.657080 59.393210
 8687.800000 -1.386209 -0.574625 69.790824
 8688.000000 -1.999865 -0.435238 65.566860
 8688.200000 -2.640140 -0.183542 64.636460
 8688.400000 -3.133423 0.503696 48.071841
 8688.600000 -3.083656 1.253137 54.181447
 8688.800000 -2.613360 1.886876 76.986774
 8689.000000 -2.109014 2.643144 82.971520
 8689.200000 -1.723885 -2.784542 66.646980
 8689.400000 -1.698525 -2.177855 52.313949
 8689.600000 -1.577955 -1.787939 47.211225
 8689.800000 -1.276784 -1.363936 50.310061
 8690.000000 -0.847130 -1.179339 53.811223
 8690.200000 -1.164966 -0.195414 77.226138
 8690.400000 -0.952938 0.385582 75.283413
 8690.600000 -1.334521 0.908826 85.904240
 8690.800000 -1.195876 1.432727 82.634394
 8691.000000 -0.729761 1.950591 70.184144
 8691.200000 -1.093873 2.102303 80.330534
 8691.400000 -1.962713 2.270383 80.984081
 8691.600000 -2.855112 2.153013 77.022125
 8691.800000 2.873212 2.561879 57.309403
 8692.000000 3.061536 3.131957 66.788635
 8692.200000 -1.940555 -2.448299 60.847452
 8692.400000 -0.973768 -2.150896 30.983788
 8692.600000 -1.924158 -1.679591 52.306921
 8692.800000 -2.788283 -1.086214 60.250698
 8693.000000 2.824039 -0.620162 40.225274
 8693.200000 2.808283 -0.495729 38.830233
 8693.400000 -2.654919 -0.724968 63.840704
 8693.600000 -1.859516 -1.308471 53.937090
 8693.800000 -1.200194 -1.815185 39.385704
 8694.000000 -1.603878 -1.837796 47.623418
 8694.200000 -1.755801 -1.969163 50.983834
 8694.400000 -1.912237 -2.016410 53.842123
 8694.600000 -1.331665 -2.361668 46.814865
 8694.800000 -1.275575 -2.466839 47.465509
 8695.000000 -1.153062 -3.076054 64.220610
 8695.200000 -1.083508 2.858443 74.120006
 8695.400000 -0.455573 2.661882 48.469426
 8695.600000 -1.418086 2.638388 82.667910
 8695.800000 -2.204356 2.348931 82.682207
 8696.000000 2.912963 1.854187 46.327073
 8696.200000 2.924823 1.897310 48.048119
 8696.400000 -2.472866 2.452284 85.338306
 8696.600000 -1.409844 2.752482 81.753108
 8696.800000 -0.537807 2.884491 45.552080
 8697.000000 -1.182409 2.712959 79.782978
 8697.200000 -2.303094 2.351151 83.465015
 8697.400000 3.137312 1.708219 56.248457
 8697.600000 2.969924 1.290595 41.654256
 8697.800000 -2.393378 0.797652 73.006649
 8698.000000 -1.759988 0.252043 76.578983
 8698.200000 -0.549927 -0.663174 61.119069
 8698.400000 -0.965231 -0.887472 63.679929
 8698.600000 -1.210116 -1.092428 58.188441
 8698.800000 -2.104700 -0.568364 63.432082
 8699.000000 -2.640027 0.102685 66.467014
 8699.200000 -2.897497 0.511112 60.186087
 8699.400000 -3.014724 1.020890 56.459817
 8699.600000 -2.503983 1.805854 76.822320
 8699.800000 -2.206052 1.893587 78.389833
 8700.000000 -1.503726 2.219958 82.193693
 8700.200000 -1.198385 2.252775 82.003058
 8700.400000 -0.526967 1.392901 60.314428
 8700.600000 -1.406221 0.959058 86.242469
 8700.800000 -2.109439 0.396636 74.127349
 8701.000000 -2.050277 -0.069987 70.657759
 8701.200000 -1.870723 -0.838076 60.029276
 8701.400000 -1.655763 -1.215828 54.655930
 8701.600000 -1.840916 -0.784484 60.939491
 8701.800000 -1.874730 -0.350579 68.154636
 8702.000000 -2.195683 0.220679 72.682692
 8702.200000 -1.549973 0.972141 85.326015
 8702.400000 -0.681085 1.597810 67.305696
 8702.600000 -0.273340 2.165180 48.773387
 8702.800000 -0.481705 2.728508 47.886496
 8703.000000 -1.104950 3.025543 69.484276
 8703.200000 -1.693156 -3.069160 74.046976
 8703.400000 -2.049540 -3.123072 77.489050
 8703.600000 -2.826152 2.641997 84.410886
 8703.800000 -2.844478 2.653719 84.078417
 8704.000000 2.945461 2.364853 58.937738
 8704.200000 -2.557802 3.063786 84.769940
 8704.400000 -2.172397 2.933442 82.367518
 8704.600000 -2.077190 2.666810 82.774548
 8704.800000 -2.276172 2.195552 81.930163
 8705.000000 -2.103265 1.994870 79.288568
 8705.200000 -1.824773 2.057025 80.037700
 8705.400000 -0.793399 1.880267 72.261576
 8705.600000 -0.114852 1.230592 49.008252
 8705.800000 0.334313 0.820167 53.588529
 8706.000000 1.642338 0.312770 41.993891
 8706.200000 2.121126 -0.339530 27.872884
 8706.400000 2.147242 -0.691336 30.411417
 8706.600000 1.405021 -1.395591 66.793227
 8706.800000 0.184107 -1.327723 52.984956
 8707.000000 -0.592810 -1.192211 51.406904
 8707.200000 -1.305854 -0.804029 65.314718
 8707.400000 -2.861285 0.097128 59.717363
 8707.600000 -2.865496 0.808361 62.443430
 8707.800000 -2.478547 1.079423 72.492879
 8708.000000 -1.676345 1.457224 81.450475
 8708.200000 -1.021163 1.503927 78.557016
 8708.400000 -0.665750 1.768352 67.399895
 8708.600000 -1.970781 2.220567 80.796066
 8708.800000 2.923635 2.517998 59.970535
 8709.000000 2.999370 -2.930839 59.413966
 8709.200000 -2.836971 -2.253771 60.629183
 8709.400000 -2.363092 -1.601519 57.374693
 8709.600000 -2.770722 -0.884066 62.282266
 8709.800000 -3.129996 0.109408 47.344212
 8710.000000 -2.438935 1.256684 73.176991
 8710.200000 -1.614794 2.269164 81.880353
 8710.400000 -0.858077 2.598730 71.717389
 8710.600000 -0.381226 2.862321 37.717430
 8710.800000 -1.128116 3.039881 69.847500
 8711.000000 -1.046330 -3.135008 62.368404
 8711.200000 -0.686637 2.866256 55.061389
 8711.400000 -1.286705 2.214939 82.448720
 8711.600000 -1.388921 1.116965 86.142731
 8711.800000 -1.430763 -0.055307 78.070785
 8712.000000 -1.059046 -0.779643 66.703561
 8712.200000 -1.549765 -0.747360 64.177582
 8712.400000 -1.929936 -0.382002 67.089031
 8712.600000 -2.616446 0.116646 67.224563
 8712.800000 -2.914424 0.838013 60.489293
 8713.000000 2.932154 0.762506 36.572553
 8713.200000 -1.837407 1.619248 78.694268
 8713.400000 -1.058234 1.539290 79.417444
 8713.600000 -0.292617 1.791627 53.274248
 8713.800000 -0.072121 2.441154 34.593272
 8714.000000 -0.786058 2.630470 67.782843
 8714.200000 -1.548644 2.552952 82.781658
 8714.400000 -2.376967 2.170141 82.146650
 8714.600000 -2.302272 2.330548 83.340350
 8714.800000 -2.183630 2.609976 83.716202
 8715.000000 -1.547575 -2.875556 67.242813
 8715.200000 -1.241474 -2.381938 44.140969
 8715.400000 -1.549413 -2.052876 47.778801
 8715.600000 -2.228020 -1.660113 56.090614
 8715.800000 -2.920560 -1.228744 56.492762
 8716.000000 3.119679 -0.600211 52.718436
 8716.200000 -2.957540 -0.120550 56.162389
 8716.400000 -2.115889 0.293309 73.634025
 8716.600000 -1.553130 0.308665 79.907899
 8716.800000 -0.520799 0.274828 57.382047
 8717.000000 -1.713252 0.665250 81.032362
 8717.200000 -2.088659 0.649695 75.395761
 8717.400000 -2.176375 0.287728 73.279741
 8717.600000 -2.408212 -0.240843 66.718380
 8717.800000 -1.793523 -0.708521 62.502978
 8718.000000 -1.451125 -0.835213 63.344000
 8718.200000 -0.917850 -0.745715 66.753690
 8718.400000 -0.974265 -0.152556 74.927492
 8718.600000 -0.896988 0.351004 73.272383
 8718.800000 -1.319231 1.084981 85.911847
 8719.000000 -1.843337 1.902891 79.189373
 8719.200000 -2.244299 3.008177 82.379488
 8719.400000 -2.746642 -2.557420 68.685107
 8719.600000 -3.070133 -2.186880 52.875634
 8719.800000 -3.106436 -1.873564 48.629538
 8720.000000 -1.956720 -1.811771 53.083680
 8720.200000 -1.291296 -1.423000 49.029619
 8720.400000 -0.816983 -1.039215 58.497882
 8720.600000 -0.509560 0.246840 57.083802
 8720.800000 -1.285257 2.013392 81.879157
 8721.000000 -1.135633 -2.849920 54.737729
 8721.200000 -1.417069 -1.938029 44.092914
 8721.400000 -2.107473 -0.890370 59.919868
 8721.600000 -2.672070 0.245240 66.874739
 8721.800000 -3.087165 1.566468 57.144262
 8722.000000 -2.450054 2.978221 85.181969
 8722.200000 -1.699182 -2.350074 55.614678
 8722.400000 -1.889910 -1.805850 52.251399
 8722.600000 -1.774665 -0.618602 64.336198
 8722.800000 -1.827815 0.328004 76.456607
 8723.000000 -0.884344 1.305649 74.012716
 8723.200000 -0.939530 1.941748 76.794585
 8723.400000 -0.925989 2.848013 68.452990
 8723.600000 -1.486477 -2.649230 59.247058
 8723.800000 -2.263976 -2.407684 63.941854
 8724.000000 3.119321 -2.745412 61.195558
 8724.200000 -3.023585 2.925955 78.500206
 8724.400000 -2.619673 2.208429 82.315796
 8724.600000 -2.527182 1.804834 76.709570
 8724.800000 -2.026692 1.628508 76.989262
 8725.000000 -1.007323 1.301733 78.552808
 8725.200000 -0.093068 0.962290 47.018789
 8725.400000 1.171756 0.423296 65.063030
 8725.600000 2.072348 0.045014 24.456916
 8725.800000 2.943529 -0.851821 45.528233
 8726.000000 -2.536945 -1.413306 58.778141
 8726.200000 -1.903780 -2.241518 56.712582
 8726.400000 -1.888282 -3.048955 74.751052
 8726.600000 -1.839320 1.846484 79.024559
 8726.800000 -1.864232 0.335120 76.069233
 8727.000000 -1.210529 -0.892481 63.829023
 8727.200000 -1.124876 -1.603195 42.315424
 8727.400000 -1.841064 -1.777112 51.520081
 8727.600000 -2.272169 -2.209492 60.830871
 8727.800000 -2.888600 -2.813799 73.067055
 8728.000000 2.975322 2.553964 63.430725
 8728.200000 -2.392305 2.321401 83.859426
 8728.400000 -1.395104 2.174976 82.450424
 8728.600000 -0.503326 1.765874 61.269145
 8728.800000 -0.676102 1.784811 67.866008
 8729.000000 -0.633954 2.042732 66.622716
 8729.200000 -2.030191 2.392129 81.874440
 8729.400000 -2.909590 2.595002 82.115748
 8729.600000 3.112769 -2.974772 66.412500
 8729.800000 3.044380 -2.218087 46.601393
 8730.000000 -2.542790 -1.784906 58.711090
 8730.200000 -2.410317 -1.332035 58.723147
 8730.400000 -2.791905 -0.783410 62.655966
 8730.600000 -3.133554 -0.152320 49.121996
 8730.800000 -2.956185 0.080099 55.786827
 8731.000000 -2.235524 0.417518 73.553017
 8731.200000 -1.895441 0.510403 76.957070
 8731.400000 -0.939328 0.404672 74.864078
 8731.600000 -0.943736 0.155063 74.773576
 8731.800000 -1.287602 0.401881 82.104555
 8732.000000 -1.451956 0.533952 83.197003
 8732.200000 -0.845932 1.013088 71.563074
 8732.400000 -1.778863 1.723400 79.294333
 8732.600000 -2.380668 2.356432 84.116064
 8732.800000 -2.931842 -3.122711 78.916232
 8733.000000 3.089732 -2.361787 51.000963
 8733.200000 -2.766679 -1.665238 57.120755
 8733.400000 -2.531109 -1.397779 58.977712
 8733.600000 -2.444840 -0.567403 64.430877
 8733.800000 -2.145843 -0.306510 66.934696
 8734.000000 -1.810301 0.337632 76.806999
 8734.200000 -1.307626 1.094900 85.858924
 8734.400000 -1.129280 1.512455 81.150522
 8734.600000 -1.742180 1.849098 79.746655
 8734.800000 -2.189692 2.569301 83.709182
 8735.000000 -2.632395 -2.819781 76.361085
 8735.200000 -3.059059 -2.603999 62.224100
 8735.400000 2.795853 -2.801385 45.800172
 8735.600000 -3.044407 -3.122800 74.981186
 8735.800000 -2.042878 2.700334 82.532015
 8736.000000 -1.791907 2.031826 80.101219
 8736.200000 -1.472790 1.665427 82.257651
 8736.400000 -0.679499 0.671769 63.071518
 8736.600000 -0.708638 -0.029607 66.676854
 8736.800000 -1.146980 -0.176341 77.348407
 8737.000000 -1.228159 0.038245 79.363387
 8737.200000 -1.308719 0.672016 84.551529
 8737.400000 -1.193622 1.391477 82.973062
 8737.600000 -1.338086 1.844369 81.926782
 8737.800000 -1.015932 1.662341 78.264876
 8738.000000 -1.377103 1.474607 83.886002
 8738.200000 -1.588818 0.793527 84.169246
 8738.400000 -0.944560 0.162328 74.853937
 8738.600000 -0.509559 -0.148362 59.493936
 8738.800000 -0.751038 -0.029829 68.321706
 8739.000000 -1.011176 0.288985 76.990117
 8739.200000 -1.722734 0.933703 82.584308
 8739.400000 -1.912898 1.565157 77.969850
 8739.600000 -1.424262 2.360676 82.993142
 8739.800000 -1.485764 2.617510 82.882070
 8740.000000 -1.552537 2.723505 82.263965
 8740.200000 -2.311830 2.449172 84.320741
 8740.400000 3.108293 2.157117 64.072707
 8740.600000 2.939925 2.121138 53.836751
 8740.800000 -2.610463 2.198490 82.266836
 8741.000000 -1.631674 2.477183 82.442531
 8741.200000 -0.975850 2.471833 77.741339
 8741.400000 -0.474192 2.136154 59.082733
 8741.600000 -0.385401 2.176452 54.305534
 8741.800000 -0.326043 2.147696 51.652490
 8742.000000 -0.321051 2.172596 51.105934
 8742.200000 -0.617433 2.220930 65.511274
 8742.400000 -1.097677 2.067085 80.474267
 8742.600000 -1.440335 1.278389 85.354833
 8742.800000 -1.111401 0.515718 80.478785
 8743.000000 -0.718750 -0.262415 67.386690
 8743.200000 -0.341447 -0.781938 55.925047
 8743.400000 -0.156064 -1.126501 50.695505
 8743.600000 -0.622182 -0.794204 61.492757
 8743.800000 -0.717977 -0.534801 66.341983
 8744.000000 -1.351676 0.353660 81.921946
 8744.200000 -1.318633 1.150964 85.812304
 8744.400000 -1.325601 1.890405 81.922942
 8744.600000 -1.328683 2.484283 83.126819
 8744.800000 -1.310503 -3.109316 70.638436
 8745.000000 -1.070672 -2.555953 41.704994
 8745.200000 -1.731319 -2.107461 52.150635
 8745.400000 -2.204040 -1.701158 56.119677
 8745.600000 -3.105247 -1.679182 48.542401
 8745.800000 2.977775 -1.558383 41.339294
 8746.000000 3.049615 -0.461647 48.937752
 8746.200000 -2.851058 -0.076339 59.883371
 8746.400000 -2.507238 0.291671 70.631380
 8746.600000 -2.315168 1.237509 74.266411
 8746.800000 -1.671644 2.139801 81.223988
 8747.000000 -0.800412 2.933332 59.022095
 8747.200000 -1.176952 3.059097 71.066529
 8747.400000 -1.784148 2.389301 81.694305
 8747.600000 -2.619585 1.718828 74.522716
 8747.800000 2.980931 1.136592 41.310782
 8748.000000 2.812170 0.859821 30.560168
 8748.200000 -2.698076 0.669318 68.017254
 8748.400000 -1.780474 0.483179 78.497427
 8748.600000 -0.225261 -0.229352 51.732165
 8748.800000 0.421316 -0.715198 61.055716
 8749.000000 2.036501 -1.372304 32.799004
 8749.200000 -3.076167 -1.220926 52.385356
 8749.400000 -1.620145 -1.362121 52.314836
 8749.600000 -0.719762 -1.434845 43.747178
 8749.800000 0.360122 -1.609543 55.605842
 8750.000000 0.855330 -1.384727 75.152828
 8750.200000 1.506673 -0.147775 58.548066
 8750.400000 0.421433 1.372204 48.168060
 8750.600000 0.618227 1.589997 42.270051
 8750.800000 0.417256 1.542544 44.238343
 8751.000000 -0.809411 2.136555 73.565837
 8751.200000 -1.788156 1.775789 79.299374
 8751.400000 -2.495530 0.662935 71.930633
 8751.600000 -3.038085 -0.030990 52.419232
 8751.800000 3.034972 -1.411771 44.513076
 8752.000000 2.528875 -2.354720 28.168887
 8752.200000 2.564196 -2.941626 36.976535
 8752.400000 2.738808 2.461522 48.237330
 8752.600000 -2.322553 1.694996 76.330538
 8752.800000 -0.849272 0.924033 71.506885
 8753.000000 -0.294398 0.419332 48.783891
 8753.200000 1.470053 -0.427237 64.781109
 8753.400000 1.988777 -0.976619 36.473925
 8753.600000 1.348363 -1.678662 65.004432
 8753.800000 0.308391 -1.701287 52.057620
 8754.000000 0.391103 -2.091354 48.239827
 8754.200000 0.856551 -2.372480 63.277878
 8754.400000 1.894492 -2.547680 31.347527
 8754.600000 2.646555 -2.577235 35.014974
 8754.800000 -2.809532 -2.553268 67.934605
 8755.000000 -1.588164 -3.093495 74.254567
 8755.200000 -1.036007 2.732279 76.007846
 8755.400000 -0.266062 2.129121 49.116348
 8755.600000 -0.197234 1.789802 50.089853
 8755.800000 -0.176719 1.732812 49.956790
 8756.000000 -0.290852 1.700202 53.769380
 8756.200000 -0.972283 2.140518 78.375902
 8756.400000 -1.867585 1.885437 79.078159
 8756.600000 -2.677812 1.777654 74.432285
 8756.800000 3.028163 1.520726 47.517781
 8757.000000 -2.900942 1.917981 71.067625
 8757.200000 -2.465747 2.180203 82.524077
 8757.400000 -1.915761 2.760965 81.776696
 8757.600000 -1.674158 3.042364 78.133390
 8757.800000 -2.047471 3.078583 79.154039
 8758.000000 -2.871582 2.684359 83.705139
 8758.200000 2.792153 2.559069 52.589481
 8758.400000 -2.727482 3.105366 83.872371
 8758.600000 -1.943736 -2.826023 69.905516
 8758.800000 -1.384096 -2.725357 59.297303
 8759.000000 -0.668432 3.129783 43.369766
 8759.200000 -1.354102 2.262507 82.895195
 8759.400000 -1.927704 1.211666 78.650109
 8759.600000 -1.825599 0.027996 74.092632
 8759.800000 -1.757286 -0.817648 61.020152
 8760.000000 -1.564758 -1.466228 50.325170
 8760.200000 -1.905850 -1.777742 52.539399
 8760.400000 -2.088180 -2.349373 60.933276
 8760.600000 -2.508091 3.099335 84.084449
 8760.800000 2.934370 2.164122 54.486262
 8761.000000 3.074109 1.385900 48.643305
 8761.200000 -2.614290 0.530393 69.729734
 8761.400000 -1.862447 -0.357426 68.262231
 8761.600000 -1.419887 -0.960964 60.986916
 8761.800000 -1.026082 -1.131729 56.910915
 8762.000000 -1.303230 -0.632759 69.497765
 8762.200000 -1.386348 0.105359 79.866176
 8762.400000 -1.472134 0.680136 84.586709
 8762.600000 -1.064477 1.389601 80.201139
 8762.800000 -1.195392 2.284631 82.266617
 8763.000000 -1.511788 2.768708 82.092324
 8763.200000 -2.376199 2.921532 85.091432
 8763.400000 3.127960 2.954434 72.469426
 8763.600000 2.957283 3.130193 61.270987
 8763.800000 -3.098339 -2.883704 67.801412
 8764.000000 -2.626810 -2.973481 80.265789
 8764.200000 -2.438970 3.079151 83.840083
 8764.400000 -2.532959 2.365720 84.784948
 8764.600000 -1.991548 2.229066 80.998762
 8764.800000 -1.863567 2.401170 81.642558
 8765.000000 -1.778619 2.571729 82.103626
 8765.200000 -2.311433 2.448250 84.377999
 8765.400000 -2.756738 2.405886 83.584287
 8765.600000 3.061859 3.029293 68.366116
 8765.800000 -2.798277 -2.798519 74.608280
 8766.000000 -2.723615 -2.750251 74.210112
 8766.200000 -2.512833 -2.850882 76.910851
 8766.400000 -2.457312 -3.129897 82.758054
 8766.600000 -2.476901 2.229880 83.186330
 8766.800000 -2.014169 1.745650 77.628576
 8767.000000 -1.434250 1.306800 85.187503
 8767.200000 -0.788700 0.732531 68.457968
 8767.400000 -1.570772 0.965494 85.191077
 8767.600000 -1.531997 0.911066 85.519586
 8767.800000 -1.062296 1.110966 80.614662
 8768.000000 -1.632878 1.456162 82.219710
 8768.200000 -1.706147 2.027472 80.642624
 8768.400000 -1.649898 2.659373 82.445832
 8768.600000 -2.156958 2.893604 82.751732
 8768.800000 -2.839699 2.833644 84.643984
 8769.000000 3.050997 3.079685 67.208565
 8769.200000 2.678531 2.901977 47.031048
 8769.400000 -2.353152 2.920417 84.884985
 8769.600000 -1.694809 2.612870 82.375028
 8769.800000 -1.519175 1.798664 81.584932
 8770.000000 -0.868280 0.821931 72.296188
 8770.200000 -1.365340 0.080259 79.781539
 8770.400000 -1.587378 -0.447625 70.251294
 8770.600000 -1.884302 -0.901511 59.298546
 8770.800000 -1.777763 -1.212010 55.086307
 8771.000000 -2.391422 -1.243234 59.226179
 8771.200000 -2.650959 -1.159672 60.842598
 8771.400000 2.936805 -1.084113 43.633339
 8771.600000 -2.993300 -0.658070 58.827388
 8771.800000 -2.248460 -0.216381 67.766124
 8772.000000 -1.626405 0.010089 76.540992
 8772.200000 -0.728510 0.425756 66.212157
 8772.400000 -1.475794 1.554956 83.055459
 8772.600000 -2.014764 2.381315 81.872314
 8772.800000 -3.006052 3.114703 77.313666
 8773.000000 2.546744 -2.584689 31.463551
 8773.200000 2.557530 -1.976367 27.051070
 8773.400000 2.742277 -1.842687 32.063853
 8773.600000 -2.743203 -1.398561 58.257002
 8773.800000 -1.727084 -1.184141 55.469879
 8774.000000 -0.711444 -0.671864 64.915722
 8774.200000 -0.354547 0.184760 51.993056
 8774.400000 -0.365482 1.190944 53.275562
 8774.600000 -0.139578 1.977622 45.726958
 8774.800000 -0.832024 3.140385 52.365983
 8775.000000 -1.569168 -2.352810 53.315140
 8775.200000 -2.539790 -1.962043 59.935301
 8775.400000 2.704631 -2.050050 31.531468
 8775.600000 1.734047 -2.260090 38.539008
 8775.800000 0.747995 -2.256684 61.939876
 8776.000000 0.279285 -1.825903 48.459045
 8776.200000 0.338563 -1.049327 58.706288
 8776.400000 1.325953 -0.788677 74.514997
 8776.600000 1.606341 -0.223654 53.279173
 8776.800000 1.093234 0.502622 65.826207
 8777.000000 0.843201 0.948642 59.102395
 8777.200000 0.254488 1.241500 49.407875
 8777.400000 -0.054972 1.005901 47.367683
 8777.600000 -0.268170 0.763338 47.885842
 8777.800000 -1.436370 0.868228 86.084586
 8778.000000 -2.896030 0.497643 60.486401
 8778.200000 -2.948000 0.224249 56.734534
 8778.400000 -2.615501 -0.035933 66.170288
 8778.600000 -1.387951 -0.057732 78.587734
 8778.800000 -0.314902 -0.075060 52.682146
 8779.000000 -0.480607 -0.164426 58.663882
 8779.200000 -0.377209 -0.454811 56.942761
 8779.400000 -0.781183 -0.240208 69.657696
 8779.600000 -1.479912 0.189513 79.882288
 8779.800000 -2.294268 0.267898 72.649612
 8780.000000 -2.634610 0.354931 68.660260
 8780.200000 3.125003 0.812475 48.461601
 8780.400000 -3.048078 0.890757 54.756795
 8780.600000 -2.347977 0.857262 73.759315
 8780.800000 -1.888307 0.444223 76.755973
 8781.000000 -0.642087 -0.286279 64.993273
 8781.200000 -0.730329 -1.103032 55.805083
 8781.400000 -0.858094 -0.949610 61.615701
 8781.600000 -0.505671 -0.480387 60.761919
 8781.800000 -1.686738 0.685245 81.846123
 8782.000000 -1.189008 1.519931 82.254896
 8782.200000 -0.590159 1.898345 65.073517
 8782.400000 -0.261884 2.482637 42.737172
 8782.600000 -0.773500 2.954349 56.946365
 8782.800000 -1.772468 3.118279 76.913950
 8783.000000 -2.320531 3.103739 82.071928
 8783.200000 -2.936534 2.601538 81.428008
 8783.400000 -2.568997 2.674071 87.126755
 8783.600000 -2.510156 2.697353 87.017080
 8783.800000 -1.635998 2.729960 82.215126
 8784.000000 -1.566192 2.509307 82.897851
 8784.200000 -1.559321 1.988801 81.441161
 8784.400000 -1.399284 1.285340 85.493897
 8784.600000 -0.903520 0.364936 73.773448
 8784.800000 -1.459810 -0.306314 74.756981
 8785.000000 -1.486119 -0.737848 65.355978
 8785.200000 -1.871600 -0.849235 60.138542
 8785.400000 -1.847604 -0.623405 63.782928
 8785.600000 -2.033284 -0.622317 62.970377
 8785.800000 -1.587363 -0.367443 71.938906
 8786.000000 -1.424469 -0.096015 77.983233
 8786.200000 -1.158348 0.278365 80.269266
 8786.400000 -1.369525 0.911557 86.273432
 8786.600000 -1.879794 1.982956 79.590515
 8786.800000 -2.491622 2.879591 86.562573
 8787.000000 -2.250847 -2.414198 64.106045
 8787.200000 -2.847504 -2.100167 58.419672
 8787.400000 -3.026839 -2.007579 52.545269
 8787.600000 -2.411929 -1.577927 58.063252
 8787.800000 -2.409242 -1.396132 58.503114
 8788.000000 -2.171037 -0.726710 62.071065
 8788.200000 -2.090367 -0.088469 70.404246
 8788.400000 -1.595240 0.579926 82.307352
 8788.600000 -0.870949 0.926319 72.623396
 8788.800000 -1.095636 1.611914 80.253792
 8789.000000 -1.809848 2.177381 80.855833
 8789.200000 -2.342787 3.116500 82.177349
 8789.400000 -2.906648 -2.307121 60.451277
 8789.600000 -3.033092 -1.594999 51.181867
 8789.800000 -2.708914 -0.967274 62.417038
 8790.000000 -2.816106 -0.615276 62.671124
 8790.200000 -2.841977 -0.169570 60.408989
 8790.400000 3.093811 0.119362 44.421647
 8790.600000 -3.081689 0.645402 52.049476
 8790.800000 -2.373634 1.283729 73.955912
